Time(s), CPU%, Memory(MB)
1750803432.6227682, 0.1, 55.578125
1750803433.632086, 0.1, 55.578125
1750803434.635347, 0.1, 55.578125
1750803435.638634, 0.1, 55.578125
1750803436.64576, 0.2, 55.578125
1750803437.653984, 0.1, 55.578125
1750803438.659847, 0.1, 55.578125
1750803439.663935, 0.1, 55.578125
1750803440.6761541, 0.2, 55.578125
1750803441.688294, 0.1, 55.578125
1750803442.6962051, 0.1, 55.578125
1750803443.700314, 0.1, 55.578125
1750803444.705535, 0.1, 55.578125
1750803445.712895, 0.2, 55.578125
1750803446.7299461, 0.1, 55.578125
1750803447.739682, 0.1, 55.578125
1750803448.746998, 0.1, 55.578125
1750803449.7508821, 0.1, 55.578125
1750803450.754389, 0.1, 55.578125
1750803451.764714, 0.1, 55.578125
1750803452.767838, 0.1, 55.578125
1750803453.772372, 0.1, 55.578125
1750803454.779433, 0.1, 55.578125
1750803455.785907, 0.1, 55.578125
1750803456.793782, 0.2, 55.578125
1750803457.798263, 0.1, 55.578125
1750803458.800801, 0.1, 55.578125
1750803459.804471, 0.1, 55.578125
1750803460.8127759, 0.1, 55.578125
1750803461.8171678, 0.1, 55.578125
1750803462.825472, 0.1, 55.578125
1750803463.829159, 0.1, 55.578125
1750803464.836442, 0.1, 55.578125
1750803465.83955, 0.1, 55.578125
1750803466.8424058, 0.1, 55.578125
1750803467.8475552, 0.1, 55.578125
1750803468.8550038, 0.1, 55.578125
1750803469.868823, 0.1, 55.578125
1750803470.872024, 0.1, 55.578125
1750803471.882159, 0.1, 55.578125
1750803472.88615, 0.1, 55.578125
1750803473.895136, 0.1, 55.578125
1750803474.900615, 0.1, 55.578125
1750803475.905907, 0.1, 55.578125
1750803476.91814, 0.2, 55.578125
1750803477.9243908, 0.1, 55.578125
1750803478.928776, 0.1, 55.578125
1750803479.934856, 0.1, 55.578125
1750803480.940345, 0.2, 55.578125
1750803481.9458659, 0.1, 55.578125
1750803482.953614, 0.2, 55.578125
1750803483.965076, 0.1, 55.578125
1750803484.970856, 0.2, 55.578125
1750803485.983556, 0.1, 55.578125
1750803486.990143, 0.1, 55.578125
1750803487.9938428, 0.1, 55.578125
1750803489.00319, 0.1, 55.578125
1750803490.0078652, 0.1, 55.578125
1750803491.014873, 0.1, 55.578125
1750803492.018697, 0.1, 55.578125
1750803493.0245628, 0.1, 55.578125
1750803494.033859, 0.2, 55.578125
1750803495.036824, 0.1, 55.578125
1750803496.045731, 0.1, 55.578125
1750803497.0553331, 0.1, 55.578125
1750803498.063145, 0.1, 55.578125
1750803499.073739, 0.1, 55.578125
1750803500.080874, 0.1, 55.578125
1750803501.08396, 0.1, 55.578125
1750803502.087803, 0.1, 55.578125
1750803503.09084, 0.1, 55.578125
1750803504.096315, 0.1, 55.578125
1750803505.103177, 0.2, 55.578125
1750803506.108502, 0.1, 55.578125
1750803507.112454, 0.1, 55.578125
1750803508.120003, 0.1, 55.578125
1750803509.123589, 0.1, 55.578125
1750803510.132031, 0.1, 55.578125
1750803511.145807, 0.1, 55.578125
1750803512.1549299, 0.1, 55.578125
1750803513.165196, 0.1, 55.578125
1750803514.1685581, 0.1, 55.578125
1750803515.174186, 0.1, 55.578125
1750803516.179332, 0.1, 55.578125
1750803517.184767, 0.2, 55.578125
1750803518.1932611, 0.1, 55.578125
1750803519.2005272, 0.1, 55.578125
1750803520.204492, 0.1, 55.578125
1750803521.216321, 0.2, 55.578125
1750803522.22085, 0.1, 55.578125
1750803523.229134, 0.1, 55.578125
1750803524.2346492, 0.3, 55.578125
1750803525.239264, 0.1, 55.578125
1750803526.244473, 0.1, 55.578125
1750803527.247574, 0.1, 55.578125
1750803528.251722, 0.1, 55.578125
1750803529.254802, 0.1, 55.578125
1750803530.2594922, 0.1, 55.578125
1750803531.2657862, 0.1, 55.578125
1750803532.269067, 0.1, 55.578125
1750803533.2853818, 0.1, 55.578125
1750803534.291071, 0.1, 55.578125
1750803535.294632, 0.1, 55.578125
1750803536.297834, 0.1, 55.578125
1750803537.3021922, 0.1, 55.578125
1750803538.3120158, 0.2, 55.578125
1750803539.319722, 0.1, 55.578125
1750803540.327788, 0.1, 55.578125
1750803541.3322492, 0.1, 55.578125
1750803542.337883, 0.1, 55.578125
1750803543.345184, 0.1, 55.578125
1750803544.3486888, 0.1, 55.578125
1750803545.3533828, 0.1, 55.578125
1750803546.357502, 0.1, 55.578125
1750803547.362035, 0.1, 55.578125
1750803548.368842, 0.1, 55.578125
1750803549.372061, 0.1, 55.578125
1750803550.374723, 0.1, 55.578125
1750803551.379102, 0.1, 55.578125
1750803552.384555, 0.1, 55.578125
1750803553.3889961, 0.1, 55.578125
1750803554.394007, 0.1, 55.578125
1750803555.401093, 0.2, 55.578125
1750803556.405258, 0.1, 55.578125
1750803557.410773, 0.1, 55.578125
1750803558.41579, 0.1, 55.578125
1750803559.4185321, 0.1, 55.578125
1750803560.4213161, 0.1, 55.578125
1750803561.426613, 0.1, 55.578125
1750803562.4353511, 0.1, 55.578125
1750803563.4441001, 0.1, 55.578125
1750803564.4483972, 0.1, 55.578125
1750803565.451536, 0.1, 55.578125
1750803566.454737, 0.1, 55.578125
1750803567.4594471, 0.1, 55.578125
1750803568.465982, 0.1, 55.578125
1750803569.4702342, 0.1, 55.578125
1750803570.474486, 0.1, 55.578125
1750803571.479978, 0.1, 55.578125
1750803572.484258, 0.1, 55.578125
1750803573.4890182, 0.1, 55.578125
1750803574.494275, 0.1, 55.578125
1750803575.504096, 0.2, 55.578125
1750803576.512754, 0.1, 55.578125
1750803577.5159948, 0.1, 55.578125
1750803578.521924, 0.1, 55.578125
1750803579.5283918, 0.1, 55.578125
1750803580.532796, 0.1, 55.578125
1750803581.538271, 0.1, 55.578125
1750803582.5447822, 0.1, 55.578125
1750803583.5470002, 0.1, 55.578125
1750803584.549869, 0.1, 55.578125
1750803585.555489, 0.1, 55.578125
1750803586.563633, 0.1, 55.578125
1750803587.567727, 0.1, 55.578125
1750803588.573251, 0.1, 55.578125
1750803589.5794141, 0.1, 55.578125
1750803590.584624, 0.1, 55.578125
1750803591.5896199, 0.1, 55.578125
1750803592.595516, 0.1, 55.578125
1750803593.59859, 0.1, 55.578125
1750803594.6016011, 0.1, 55.578125
1750803595.604409, 0.1, 55.578125
1750803596.612027, 0.1, 55.578125
1750803597.6149151, 0.1, 55.578125
1750803598.618602, 0.1, 55.578125
1750803599.621901, 0.1, 55.578125
1750803600.625963, 0.1, 55.578125
1750803601.6297731, 0.1, 55.578125
1750803602.633013, 0.1, 55.578125
1750803603.636992, 0.1, 55.578125
1750803604.642708, 0.1, 55.578125
1750803605.64784, 0.1, 55.578125
1750803606.65232, 0.1, 55.578125
1750803607.6564429, 0.1, 55.578125
1750803608.659648, 0.1, 55.578125
1750803609.663362, 0.1, 55.578125
1750803610.666873, 0.1, 55.578125
1750803611.6711512, 0.1, 55.578125
1750803612.677902, 0.1, 55.578125
1750803613.680992, 0.1, 55.578125
1750803614.6864371, 0.1, 55.578125
1750803615.690658, 0.1, 55.578125
1750803616.694988, 0.1, 55.578125
1750803617.698581, 0.1, 55.578125
1750803618.7032971, 0.1, 55.578125
1750803619.709624, 0.1, 55.578125
1750803620.712995, 0.1, 55.578125
1750803621.715308, 0.1, 55.578125
1750803622.7253919, 0.1, 55.578125
1750803623.7285151, 0.1, 55.578125
1750803624.7323132, 0.1, 55.578125
1750803625.738293, 0.1, 55.578125
1750803626.743258, 0.1, 55.578125
1750803627.7507288, 0.1, 55.578125
1750803628.755445, 0.1, 55.578125
1750803629.7610838, 0.1, 55.578125
1750803630.765737, 0.1, 55.578125
1750803631.771693, 0.1, 55.578125
1750803632.776598, 0.1, 55.578125
1750803633.780881, 0.1, 55.578125
1750803634.78437, 0.1, 55.578125
1750803635.7874591, 0.1, 55.578125
1750803636.792166, 0.1, 55.578125
1750803637.799663, 0.1, 55.578125
1750803638.804801, 0.1, 55.578125
1750803639.809673, 0.1, 55.578125
1750803640.813169, 0.1, 55.578125
1750803641.8161669, 0.1, 55.578125
1750803642.821316, 0.1, 55.578125
1750803643.8269608, 0.1, 55.578125
1750803644.83216, 0.1, 55.578125
1750803645.8410199, 0.1, 55.578125
1750803646.849101, 0.1, 55.578125
1750803647.854762, 0.1, 55.578125
1750803648.8579872, 0.1, 55.578125
1750803649.863627, 0.1, 55.578125
1750803650.8696718, 0.1, 55.578125
1750803651.877367, 0.1, 55.578125
1750803652.882307, 0.1, 55.578125
1750803653.887284, 0.1, 55.578125
1750803654.895838, 0.1, 55.578125
1750803655.902709, 0.1, 55.578125
1750803656.90639, 0.1, 55.578125
1750803657.910031, 0.1, 55.578125
1750803658.913195, 0.1, 55.578125
1750803659.916066, 0.1, 55.578125
1750803660.919392, 0.1, 55.578125
1750803661.9237142, 0.1, 55.578125
1750803662.926977, 0.1, 55.578125
1750803663.930629, 0.1, 55.578125
1750803664.937657, 0.1, 55.578125
1750803665.9399428, 0.1, 55.578125
1750803666.943291, 0.1, 55.578125
1750803667.947346, 0.1, 55.578125
1750803668.950444, 0.1, 55.578125
1750803669.957309, 0.1, 55.578125
1750803670.964179, 0.1, 55.578125
1750803671.971092, 0.2, 55.578125
1750803672.9748712, 0.1, 55.578125
1750803673.980104, 0.1, 55.578125
1750803674.983818, 0.1, 55.578125
1750803675.9915142, 0.1, 55.578125
1750803676.9952571, 0.1, 55.578125
1750803678.000154, 0.1, 55.578125
1750803679.003329, 0.1, 55.578125
1750803680.0049138, 0.0, 55.578125
1750803681.014046, 0.1, 55.578125
1750803682.020442, 0.1, 55.578125
1750803683.026716, 0.1, 55.578125
1750803684.035331, 0.1, 55.578125
1750803685.0404859, 0.1, 55.578125
1750803686.043479, 0.1, 55.578125
1750803687.045792, 0.1, 55.578125
1750803688.055846, 0.1, 55.578125
1750803689.058736, 0.1, 55.578125
1750803690.061763, 0.1, 55.578125
1750803691.0694048, 0.1, 55.578125
1750803692.073859, 0.1, 55.578125
1750803693.078629, 0.1, 55.578125
1750803694.088064, 0.1, 55.578125
1750803695.0905228, 0.1, 55.578125
1750803696.097488, 0.1, 55.578125
1750803697.1020958, 0.1, 55.578125
1750803698.105449, 0.1, 55.578125
1750803699.1112661, 0.1, 55.578125
1750803700.114454, 0.1, 55.578125
1750803701.119045, 0.1, 55.578125
1750803702.126501, 0.1, 55.578125
1750803703.130827, 0.1, 55.578125
1750803704.133559, 0.1, 55.578125
1750803705.1369019, 0.1, 55.578125
1750803706.140189, 0.1, 55.578125
1750803707.144937, 0.1, 55.578125
1750803708.1511402, 0.1, 55.578125
1750803709.1573849, 0.1, 55.578125
1750803710.162626, 0.1, 55.578125
1750803711.1662452, 0.1, 55.578125
1750803712.171339, 0.1, 55.578125
1750803713.174989, 0.1, 55.578125
1750803714.180404, 0.1, 55.578125
1750803715.183658, 0.1, 55.578125
1750803716.185983, 0.1, 55.578125
1750803717.189263, 0.1, 55.578125
1750803718.192364, 0.1, 55.578125
1750803719.196244, 0.1, 55.578125
1750803720.2007492, 0.1, 55.578125
1750803721.206014, 0.1, 55.578125
1750803722.210113, 0.1, 55.578125
1750803723.214108, 0.1, 55.578125
1750803724.218055, 0.1, 55.578125
1750803725.224737, 0.1, 55.578125
1750803726.2309499, 0.1, 55.578125
1750803727.2402189, 0.1, 55.578125
1750803728.244226, 0.1, 55.578125
1750803729.2478669, 0.1, 55.578125
1750803730.252177, 0.1, 55.578125
1750803731.256445, 0.1, 55.578125
1750803732.260341, 0.1, 55.578125
1750803733.2656481, 0.1, 55.578125
1750803734.270733, 0.1, 55.578125
1750803735.275457, 0.1, 55.578125
1750803736.2788749, 0.1, 55.578125
1750803737.2895648, 0.1, 55.578125
1750803738.33484, 0.1, 55.578125
1750803739.340232, 0.1, 55.578125
1750803740.343104, 0.1, 55.578125
1750803741.347189, 0.1, 55.578125
1750803742.35764, 0.1, 55.578125
1750803743.3611908, 0.1, 55.578125
1750803744.3671, 0.1, 55.578125
1750803745.376398, 0.1, 55.578125
1750803746.382696, 0.1, 55.578125
1750803747.3870301, 0.1, 55.578125
1750803748.397975, 0.0, 55.578125
1750803749.400675, 0.1, 55.578125
1750803750.405569, 0.1, 55.578125
1750803751.4103858, 0.1, 55.578125
1750803752.418033, 0.1, 55.578125
1750803753.4252632, 0.1, 55.578125
1750803754.429467, 0.1, 55.578125
1750803755.435788, 0.1, 55.578125
1750803756.4442089, 0.2, 55.578125
1750803757.447131, 0.1, 55.578125
1750803758.4596632, 0.1, 55.578125
1750803759.465916, 0.1, 55.578125
1750803760.4726841, 0.1, 55.578125
1750803761.479021, 0.1, 55.578125
1750803762.482495, 0.1, 55.578125
1750803763.485848, 0.1, 55.578125
1750803764.4966679, 0.2, 55.578125
1750803765.499821, 0.1, 55.578125
1750803766.502576, 0.1, 55.578125
1750803767.5059881, 0.1, 55.578125
1750803768.5102642, 0.1, 55.578125
1750803769.513151, 0.1, 55.578125
1750803770.516525, 0.1, 55.578125
1750803771.521769, 0.1, 55.578125
1750803772.5255868, 0.1, 55.578125
1750803773.529109, 0.1, 55.578125
1750803774.538264, 0.1, 55.578125
1750803775.541145, 0.1, 55.578125
1750803776.545364, 0.1, 55.578125
1750803777.5495749, 0.1, 55.578125
1750803778.552463, 0.1, 55.578125
1750803779.5619981, 0.1, 55.578125
1750803780.5696309, 0.1, 55.578125
1750803781.574334, 0.1, 55.578125
1750803782.578014, 0.1, 55.578125
1750803783.5814579, 0.1, 55.578125
1750803784.585742, 0.1, 55.578125
1750803785.5932941, 0.1, 55.578125
1750803786.5966249, 0.1, 55.578125
1750803787.607473, 0.1, 55.578125
1750803788.6131, 0.1, 55.578125
1750803789.617304, 0.1, 55.578125
1750803790.622707, 0.1, 55.578125
1750803791.627472, 0.1, 55.578125
1750803792.6341, 0.1, 55.578125
1750803793.6366851, 0.1, 55.578125
1750803794.642196, 0.1, 55.578125
1750803795.647796, 0.1, 55.578125
1750803796.656001, 0.1, 55.578125
1750803797.6594481, 0.1, 55.578125
1750803798.665069, 0.1, 55.578125
1750803799.671417, 0.2, 55.578125
1750803800.675637, 0.1, 55.578125
1750803801.678777, 0.1, 55.578125
1750803802.68223, 0.1, 55.578125
1750803803.6856902, 0.1, 55.578125
1750803804.6918359, 0.1, 55.578125
1750803805.7010481, 0.1, 55.578125
1750803806.704305, 0.1, 55.578125
1750803807.7090728, 0.1, 55.578125
1750803808.7116501, 0.1, 55.578125
1750803809.714269, 0.1, 55.578125
1750803810.7233229, 0.1, 55.578125
1750803811.7285151, 0.1, 55.578125
1750803812.732898, 0.1, 55.578125
1750803813.736908, 0.1, 55.578125
1750803814.740633, 0.1, 55.578125
1750803815.746036, 0.1, 55.578125
1750803816.7530801, 0.1, 55.578125
1750803817.762732, 0.1, 55.578125
1750803818.7720041, 0.1, 55.578125
1750803819.786429, 0.1, 55.578125
1750803820.791689, 0.1, 55.578125
1750803821.7947462, 0.1, 55.578125
1750803822.7985768, 0.1, 55.578125
1750803823.807488, 0.1, 55.578125
1750803824.815465, 0.1, 55.578125
1750803825.823513, 0.1, 55.578125
1750803826.828966, 0.1, 55.578125
1750803827.835968, 0.1, 55.578125
1750803828.848107, 0.1, 55.578125
1750803829.8553002, 0.1, 55.578125
1750803830.865451, 0.1, 55.578125
1750803831.871208, 0.1, 55.578125
1750803832.873642, 0.1, 55.578125
1750803833.879694, 0.1, 55.578125
1750803834.8834062, 0.1, 55.578125
1750803835.886272, 0.1, 55.578125
1750803836.897847, 0.1, 55.578125
1750803837.906251, 0.1, 55.578125
1750803838.911165, 0.1, 55.578125
1750803839.922199, 0.1, 55.578125
1750803840.927111, 0.1, 55.578125
1750803841.938076, 0.1, 55.578125
1750803842.9510589, 0.1, 55.578125
1750803843.9570749, 0.1, 55.578125
1750803844.964562, 0.1, 55.578125
1750803845.967484, 0.1, 55.578125
1750803846.976373, 0.1, 55.578125
1750803847.981889, 0.1, 55.578125
1750803848.987155, 0.1, 55.578125
1750803850.002093, 0.1, 55.578125
1750803851.011654, 0.1, 55.578125
1750803852.024369, 0.1, 55.578125
1750803853.0423439, 0.1, 55.578125
1750803854.0502112, 0.1, 55.578125
1750803855.0565782, 0.1, 55.59375
1750803856.059765, 0.1, 55.578125
1750803857.066911, 0.1, 55.578125
1750803858.072949, 0.1, 55.578125
1750803859.081224, 0.1, 55.578125
1750803860.083951, 0.1, 55.578125
1750803861.089592, 0.1, 55.578125
1750803862.094502, 0.1, 55.578125
1750803863.0984929, 0.1, 55.578125
1750803864.101407, 0.1, 55.578125
1750803865.105889, 0.1, 55.578125
1750803866.110209, 0.1, 55.578125
1750803867.116523, 0.1, 55.578125
1750803868.124535, 0.1, 55.578125
1750803869.128182, 0.1, 55.578125
1750803870.137507, 0.1, 55.578125
1750803871.1401448, 0.1, 55.578125
1750803872.147437, 0.1, 55.578125
1750803873.158407, 0.1, 55.578125
1750803874.164242, 0.1, 55.578125
1750803875.1791391, 0.1, 55.578125
1750803876.190361, 0.1, 55.578125
1750803877.198345, 0.1, 55.578125
1750803878.207957, 0.1, 55.578125
1750803879.216424, 0.1, 55.578125
1750803880.222751, 0.1, 55.578125
1750803881.230412, 0.1, 55.578125
1750803882.23728, 0.1, 55.578125
1750803883.24064, 0.1, 55.578125
1750803884.2493818, 0.1, 55.578125
1750803885.2575, 0.1, 55.578125
1750803886.260899, 0.1, 55.578125
1750803887.269929, 0.1, 55.578125
1750803888.27633, 0.1, 55.578125
1750803889.282482, 0.1, 55.578125
1750803890.2924092, 0.1, 55.578125
1750803891.298144, 0.1, 55.578125
1750803892.303173, 0.1, 55.578125
1750803893.3071868, 0.1, 55.578125
1750803894.317137, 0.1, 55.578125
1750803895.324784, 0.1, 55.578125
1750803896.3280761, 0.1, 55.578125
1750803897.332042, 0.1, 55.578125
1750803898.338762, 0.1, 55.578125
1750803899.3474162, 0.1, 55.578125
1750803900.353725, 0.1, 55.578125
1750803901.361609, 0.1, 55.578125
1750803902.3653839, 0.1, 55.578125
1750803903.369793, 0.1, 55.578125
1750803904.376343, 0.1, 55.578125
1750803905.3793879, 0.1, 55.578125
1750803906.381664, 0.1, 55.578125
1750803907.3868759, 0.1, 55.578125
1750803908.3941891, 0.1, 55.578125
1750803909.398772, 0.1, 55.578125
1750803910.404017, 0.1, 55.578125
1750803911.416367, 0.1, 55.578125
1750803912.419416, 0.1, 55.578125
1750803913.424722, 0.1, 55.578125
1750803914.432893, 0.1, 55.578125
1750803915.439198, 0.1, 55.578125
1750803916.444833, 0.1, 55.578125
1750803917.451901, 0.1, 55.578125
1750803918.456299, 0.1, 55.578125
1750803919.464236, 0.1, 55.578125
1750803920.470298, 0.1, 55.578125
1750803921.476778, 0.1, 55.578125
1750803922.481418, 0.1, 55.578125
1750803923.486463, 0.1, 55.578125
1750803924.490865, 0.1, 55.578125
1750803925.49664, 0.1, 55.578125
1750803926.504927, 0.2, 55.578125
1750803927.516105, 0.1, 55.578125
1750803928.520771, 0.1, 55.578125
1750803929.525631, 0.1, 55.578125
1750803930.52967, 0.1, 55.578125
1750803931.5334451, 0.1, 55.578125
1750803932.538501, 0.1, 55.578125
1750803933.546155, 0.1, 55.578125
1750803934.553666, 0.1, 55.578125
1750803935.56333, 0.1, 55.578125
1750803936.565956, 0.1, 55.578125
1750803937.570466, 0.1, 55.578125
1750803938.578091, 0.1, 55.578125
1750803939.5881002, 0.1, 55.578125
1750803940.5930681, 0.1, 55.578125
1750803941.5954292, 0.1, 55.578125
1750803942.5990431, 0.1, 55.578125
1750803943.6017432, 0.1, 55.578125
1750803944.609628, 0.1, 55.578125
1750803945.623455, 0.1, 55.578125
1750803946.632023, 0.1, 55.578125
1750803947.6446772, 0.1, 55.578125
1750803948.649855, 0.1, 55.578125
1750803949.659373, 0.1, 55.578125
1750803950.6681652, 0.1, 55.578125
1750803951.674927, 0.2, 55.578125
1750803952.678847, 0.1, 55.578125
1750803953.683166, 0.1, 55.578125
1750803954.690187, 0.1, 55.578125
1750803955.694248, 0.1, 55.578125
1750803956.7024472, 0.1, 55.578125
1750803957.706083, 0.1, 55.578125
1750803958.7115068, 0.1, 55.578125
1750803959.7161942, 0.1, 55.578125
1750803960.7227478, 0.1, 55.578125
1750803961.724976, 0.1, 55.578125
1750803962.7331898, 0.1, 55.578125
1750803963.737716, 0.1, 55.578125
1750803964.73975, 0.0, 55.578125
1750803965.7430289, 0.1, 55.578125
1750803966.746166, 0.1, 55.578125
1750803967.751588, 0.1, 55.578125
1750803968.757798, 0.1, 55.578125
1750803969.760951, 0.1, 55.578125
1750803970.768338, 0.1, 55.578125
1750803971.7756999, 0.1, 55.578125
1750803972.785604, 0.2, 55.578125
1750803973.788085, 0.1, 55.578125
1750803974.791141, 0.1, 55.578125
1750803975.796915, 0.1, 55.578125
1750803976.80018, 0.1, 55.578125
1750803977.807741, 0.1, 55.578125
1750803978.8129861, 0.1, 55.578125
1750803979.8215082, 0.1, 55.578125
1750803980.826247, 0.1, 55.578125
1750803981.8363688, 0.1, 55.578125
1750803982.8409111, 0.1, 55.578125
1750803983.847531, 0.1, 55.578125
1750803984.849615, 0.1, 55.578125
1750803985.852521, 0.1, 55.578125
1750803986.857379, 0.1, 55.578125
1750803987.864979, 0.1, 55.578125
1750803988.871422, 0.1, 55.578125
1750803989.87435, 0.1, 55.578125
1750803990.8789709, 0.1, 55.578125
1750803991.887705, 0.1, 55.578125
1750803992.890917, 0.1, 55.578125
1750803993.89516, 0.1, 55.578125
1750803994.897913, 0.1, 55.578125
1750803995.9015439, 0.1, 55.578125
1750803996.905994, 0.1, 55.578125
1750803997.912273, 0.1, 55.578125
1750803998.9165041, 0.1, 55.578125
1750803999.919853, 0.1, 55.578125
1750804000.927207, 0.1, 55.578125
1750804001.929678, 0.1, 55.578125
1750804002.932564, 0.1, 55.578125
1750804003.935223, 0.1, 55.578125
1750804004.938045, 0.1, 55.578125
1750804005.942061, 0.1, 55.578125
1750804006.945667, 0.1, 55.578125
1750804007.949766, 0.1, 55.578125
1750804008.9534562, 0.1, 55.578125
1750804009.959361, 0.1, 55.578125
1750804010.963073, 0.1, 55.578125
1750804011.968603, 0.1, 55.578125
1750804012.972095, 0.1, 55.578125
1750804013.9753332, 0.1, 55.578125
1750804014.977987, 0.1, 55.578125
1750804015.984931, 0.1, 55.578125
1750804016.9903638, 0.1, 55.578125
1750804017.994596, 0.1, 55.578125
1750804019.0057511, 0.1, 55.578125
1750804020.0114172, 0.1, 55.578125
1750804021.017677, 0.1, 55.578125
1750804022.020941, 0.1, 55.578125
1750804023.023477, 0.1, 55.578125
1750804024.0262809, 0.1, 55.578125
1750804025.0312262, 0.1, 55.578125
1750804026.035927, 0.1, 55.578125
1750804027.040711, 0.1, 55.578125
1750804028.043668, 0.1, 55.578125
1750804029.045844, 0.1, 55.578125
1750804030.048656, 0.1, 55.578125
1750804031.051706, 0.1, 55.578125
1750804032.054967, 0.1, 55.578125
1750804033.0588522, 0.1, 55.578125
1750804034.06345, 0.1, 55.578125
1750804035.0685031, 0.1, 55.578125
1750804036.0741959, 0.2, 55.578125
1750804037.0778592, 0.1, 55.578125
1750804038.081291, 0.1, 55.578125
1750804039.085685, 0.1, 55.578125
1750804040.090107, 0.1, 55.578125
1750804041.093826, 0.1, 55.578125
1750804042.1010602, 0.1, 55.578125
1750804043.1035259, 0.1, 55.578125
1750804044.106617, 0.1, 55.578125
1750804045.1097689, 0.1, 55.578125
1750804046.114551, 0.1, 55.578125
1750804047.12406, 0.1, 55.578125
1750804048.1309938, 0.2, 55.578125
1750804049.1364532, 0.1, 55.578125
1750804050.140762, 0.1, 55.578125
1750804051.1438458, 0.1, 55.578125
1750804052.146991, 0.1, 55.578125
1750804053.1510248, 0.1, 55.578125
1750804054.1545641, 0.1, 55.578125
1750804055.162567, 0.1, 55.578125
1750804056.169693, 0.1, 55.578125
1750804057.174827, 0.1, 55.578125
1750804058.17992, 0.1, 55.578125
1750804059.188116, 0.2, 55.578125
1750804060.192867, 0.1, 55.578125
1750804061.196492, 0.1, 55.578125
1750804062.20156, 0.1, 55.578125
1750804063.205226, 0.1, 55.578125
1750804064.209286, 0.1, 55.578125
1750804065.21446, 0.1, 55.578125
1750804066.220612, 0.1, 55.578125
1750804067.226736, 0.1, 55.578125
1750804068.230428, 0.1, 55.578125
1750804069.2353091, 0.1, 55.578125
1750804070.23914, 0.1, 55.578125
1750804071.242233, 0.1, 55.578125
1750804072.24702, 0.1, 55.578125
1750804073.250807, 0.1, 55.578125
1750804074.254406, 0.1, 55.578125
1750804075.257973, 0.1, 55.578125
1750804076.2613802, 0.1, 55.578125
1750804077.2676601, 0.2, 55.578125
1750804078.2738528, 0.1, 55.578125
1750804079.278496, 0.1, 55.578125
1750804080.282583, 0.1, 55.578125
1750804081.2861922, 0.1, 55.578125
1750804082.28996, 0.1, 55.578125
1750804083.293391, 0.1, 55.578125
1750804084.2984068, 0.1, 55.578125
1750804085.303308, 0.1, 55.578125
1750804086.30828, 0.1, 55.578125
1750804087.31493, 0.1, 55.578125
1750804088.3182259, 0.1, 55.578125
1750804089.3211432, 0.1, 55.578125
1750804090.325624, 0.1, 55.578125
1750804091.333986, 0.1, 55.578125
1750804092.340938, 0.1, 55.578125
1750804093.3473248, 0.1, 55.578125
1750804094.3552032, 0.1, 55.578125
1750804095.35842, 0.1, 55.578125
1750804096.3619142, 0.1, 55.578125
1750804097.367147, 0.1, 55.578125
1750804098.377764, 0.1, 55.578125
1750804099.4253619, 0.1, 55.578125
1750804100.463626, 0.1, 55.578125
1750804101.466951, 0.1, 55.578125
1750804102.476504, 0.1, 55.578125
1750804103.4838889, 0.1, 55.578125
1750804104.4902909, 0.1, 55.578125
1750804105.493794, 0.1, 55.578125
1750804106.497965, 0.1, 55.578125
1750804107.503813, 0.1, 55.578125
1750804108.512726, 0.2, 55.578125
1750804109.5185, 0.1, 55.578125
1750804110.526618, 0.1, 55.578125
1750804111.5372028, 0.1, 55.578125
1750804112.5412722, 0.1, 55.578125
1750804113.544374, 0.1, 55.578125
1750804114.547981, 0.1, 55.578125
1750804115.554566, 0.1, 55.578125
1750804116.558636, 0.1, 55.578125
1750804117.565008, 0.1, 55.578125
1750804118.567522, 0.1, 55.578125
1750804119.573976, 0.1, 55.578125
1750804120.5771468, 0.1, 55.578125
1750804121.582209, 0.1, 55.578125
1750804122.5850098, 0.1, 55.578125
1750804123.595922, 0.1, 55.578125
1750804124.6015098, 0.1, 55.578125
1750804125.6089852, 0.1, 55.578125
1750804126.612093, 0.1, 55.578125
1750804127.6184452, 0.1, 55.578125
1750804128.620713, 0.1, 55.578125
1750804129.623756, 0.1, 55.578125
1750804130.627131, 0.1, 55.578125
1750804131.631196, 0.1, 55.578125
1750804132.6355689, 0.1, 55.578125
1750804133.648704, 0.0, 55.578125
1750804134.6544461, 0.1, 55.578125
1750804135.659897, 0.1, 55.578125
1750804136.665339, 0.1, 55.578125
1750804137.668509, 0.1, 55.578125
1750804138.674515, 0.1, 55.578125
1750804139.6800718, 0.1, 55.578125
1750804140.685154, 0.1, 55.578125
1750804141.6889641, 0.1, 55.578125
1750804142.6925151, 0.1, 55.578125
1750804143.6968052, 0.1, 55.578125
1750804144.701303, 0.1, 55.578125
1750804145.70464, 0.1, 55.578125
1750804146.70894, 0.1, 55.578125
1750804147.712538, 0.1, 55.578125
1750804148.717765, 0.1, 55.578125
1750804149.724653, 0.1, 55.578125
1750804150.728607, 0.1, 55.578125
1750804151.733082, 0.1, 55.578125
1750804152.7424781, 0.1, 55.578125
1750804153.750776, 0.1, 55.578125
1750804154.758226, 0.1, 55.578125
1750804155.7625542, 0.1, 55.578125
1750804156.766995, 0.1, 55.578125
1750804157.770545, 0.1, 55.578125
1750804158.773719, 0.1, 55.578125
1750804159.776302, 0.1, 55.578125
1750804160.77882, 0.1, 55.578125
