Time(s), CPU%, Memory(MB)
1750388734.058069, 0.0, 742.203125
1750388735.062021, 0.0, 742.203125
1750388736.0675619, 0.0, 742.25
1750388737.072803, 0.0, 742.25
1750388738.077091, 0.0, 742.25
1750388739.0790741, 0.0, 742.25
1750388740.08402, 0.0, 742.25
1750388741.0889869, 0.0, 742.25
1750388742.09078, 0.0, 742.25
1750388743.097488, 0.0, 742.25
1750388744.101223, 0.0, 742.25
1750388745.1064682, 0.0, 742.25
1750388746.1094568, 0.0, 742.25
1750388747.1171288, 0.0, 742.25
1750388748.1189692, 0.0, 742.25
1750388749.124182, 0.0, 742.25
1750388750.129339, 0.0, 742.25
1750388751.134707, 0.0, 742.25
1750388752.1399412, 0.0, 742.25
1750388753.1451478, 0.0, 742.25
1750388754.1533718, 0.0, 742.25
1750388755.158529, 0.0, 742.25
1750388756.163975, 0.0, 742.25
1750388757.1691542, 0.0, 742.25
1750388758.17294, 0.0, 742.25
1750388759.174752, 0.0, 742.25
1750388760.175651, 0.0, 742.25
1750388761.1782668, 0.0, 742.25
1750388762.1869671, 0.0, 709.828125
1750388763.192203, 0.0, 709.828125
1750388764.194675, 0.0, 674.640625
1750388765.2035, 0.0, 674.640625
1750388766.2080169, 0.0, 674.640625
1750388767.2132428, 0.0, 631.515625
1750388768.219309, 0.0, 631.515625
1750388769.231584, 0.0, 616.8125
1750388770.236536, 0.0, 616.8125
1750388771.248184, 0.0, 616.8125
1750388772.2529511, 0.0, 616.8125
1750388773.2589178, 0.0, 616.8125
1750388774.264259, 0.0, 616.8125
1750388775.266057, 0.0, 616.8125
1750388776.268878, 0.0, 616.8125
1750388777.274086, 0.0, 601.640625
1750388778.280703, 0.0, 601.640625
1750388779.292106, 0.0, 601.640625
1750388780.2963068, 0.0, 601.640625
1750388781.301451, 0.0, 601.640625
1750388782.306676, 0.0, 601.640625
1750388783.308615, 0.0, 601.640625
1750388784.313814, 0.0, 601.640625
1750388785.319375, 0.0, 601.640625
1750388786.324592, 0.0, 601.640625
1750388787.326072, 0.0, 601.640625
1750388788.3274188, 0.0, 570.734375
1750388789.3359501, 0.0, 570.734375
1750388790.342686, 0.0, 570.734375
1750388791.34556, 0.0, 570.734375
1750388792.347639, 0.0, 570.734375
1750388793.3528728, 0.0, 570.734375
1750388794.358127, 0.0, 570.734375
1750388795.362477, 0.0, 570.734375
1750388796.367723, 0.0, 570.734375
1750388797.380855, 0.0, 564.828125
1750388798.395964, 0.0, 564.828125
1750388799.400063, 0.0, 524.953125
1750388800.422348, 0.0, 483.34375
1750388801.432008, 0.0, 483.34375
1750388802.440798, 0.0, 483.34375
1750388803.446239, 0.0, 483.34375
1750388804.450947, 0.0, 483.34375
1750388805.453017, 0.0, 483.34375
1750388806.457406, 0.0, 465.53125
1750388807.4633868, 0.0, 465.53125
1750388808.468574, 0.0, 465.53125
1750388809.4719, 0.0, 388.0625
1750388810.479637, 0.0, 300.09375
1750388811.4867, 0.0, 60.71875
1750388812.492289, 0.0, 60.6875
1750388813.494883, 0.0, 60.65625
1750388814.500252, 0.0, 60.671875
1750388815.501229, 0.0, 60.65625
1750388816.508049, 0.0, 60.65625
1750388817.509553, 0.0, 60.65625
1750388818.5150661, 0.0, 59.703125
1750388819.52268, 0.0, 59.703125
1750388820.529425, 0.0, 59.703125
1750388821.53014, 0.0, 59.703125
1750388822.53427, 0.0, 59.703125
1750388823.542453, 0.0, 59.703125
1750388824.553136, 0.0, 59.703125
1750388825.558582, 0.0, 59.703125
1750388826.55908, 0.0, 59.703125
1750388827.561802, 0.0, 59.703125
1750388828.56704, 0.0, 59.703125
1750388829.5723882, 0.0, 59.703125
1750388830.575119, 0.0, 59.703125
1750388831.577182, 0.0, 59.703125
1750388832.5824552, 0.0, 59.703125
1750388833.587764, 0.0, 59.703125
1750388834.588717, 0.0, 59.703125
1750388835.592663, 0.0, 59.703125
1750388836.600124, 0.0, 59.703125
1750388837.6075141, 0.0, 59.703125
1750388838.6192908, 0.0, 59.703125
1750388839.624539, 0.0, 59.703125
1750388840.6297688, 0.0, 59.703125
1750388841.637247, 0.0, 59.703125
1750388842.642504, 0.0, 59.703125
1750388843.648694, 0.0, 59.703125
1750388844.6542342, 0.0, 59.703125
1750388845.659466, 0.0, 59.703125
1750388846.664203, 0.0, 59.703125
1750388847.66853, 0.0, 59.703125
1750388848.673766, 0.0, 59.703125
1750388849.679002, 0.0, 59.703125
1750388850.684235, 0.0, 59.703125
1750388851.688695, 0.0, 59.703125
1750388852.699243, 0.0, 59.703125
1750388853.704463, 0.0, 59.703125
1750388854.7096891, 0.0, 59.703125
1750388855.7154298, 0.0, 59.703125
1750388856.721087, 0.0, 59.703125
1750388857.7262652, 0.0, 59.703125
1750388858.736398, 0.0, 59.703125
1750388859.7422311, 0.0, 59.703125
1750388860.750842, 0.0, 59.703125
1750388861.756881, 0.0, 59.703125
1750388862.757546, 0.0, 59.703125
1750388863.762723, 0.0, 59.703125
1750388864.7681952, 0.0, 59.703125
1750388865.773419, 0.0, 59.703125
1750388866.7786722, 0.0, 59.703125
1750388867.786419, 0.0, 59.703125
1750388868.7916539, 0.0, 59.703125
1750388869.7996988, 0.0, 59.703125
1750388870.804953, 0.0, 59.703125
1750388871.8109262, 0.0, 59.703125
1750388872.812232, 0.0, 59.703125
1750388873.823067, 0.0, 59.703125
1750388874.826942, 0.0, 59.703125
1750388875.834872, 0.0, 59.359375
1750388876.840053, 0.0, 59.34375
1750388877.842251, 0.0, 59.34375
1750388878.848382, 0.0, 59.34375
1750388879.853698, 0.0, 59.34375
1750388880.858943, 0.0, 59.34375
1750388881.864497, 0.0, 59.34375
1750388882.870765, 0.0, 59.421875
1750388883.878776, 0.0, 59.390625
1750388884.890666, 0.0, 59.390625
1750388885.8985229, 0.0, 59.390625
1750388886.906223, 0.0, 59.390625
1750388887.909682, 0.0, 59.390625
1750388888.915179, 0.0, 59.390625
1750388889.920039, 0.0, 59.390625
1750388890.92742, 0.0, 59.40625
1750388891.937258, 0.0, 59.40625
1750388892.943073, 0.0, 59.34375
1750388893.9475589, 0.0, 59.34375
1750388894.9547222, 0.0, 59.34375
1750388895.959955, 0.0, 59.34375
1750388896.964711, 0.0, 59.34375
1750388897.9699142, 0.0, 59.34375
1750388898.982822, 0.0, 59.171875
1750388899.98804, 0.0, 59.171875
1750388900.993271, 0.0, 59.171875
1750388902.002204, 0.0, 59.171875
1750388903.007494, 0.0, 59.171875
1750388904.012681, 0.0, 59.171875
1750388905.017865, 0.0, 59.171875
1750388906.021533, 0.0, 59.171875
1750388907.0275571, 0.0, 59.171875
1750388908.033087, 0.0, 59.171875
1750388909.0363562, 0.0, 59.125
1750388910.0419562, 0.0, 59.125
1750388911.046428, 0.0, 58.9375
1750388912.054521, 0.0, 58.9375
1750388913.059747, 0.0, 58.9375
1750388914.066724, 0.0, 58.9375
1750388915.0738869, 0.0, 58.875
1750388916.092214, 0.0, 58.875
1750388917.114163, 0.0, 58.875
1750388918.1212869, 0.0, 58.875
1750388919.128905, 0.0, 58.875
1750388920.1301272, 0.0, 58.875
1750388921.14296, 0.0, 58.984375
1750388922.1510599, 0.0, 58.984375
1750388923.167205, 0.0, 58.984375
1750388924.178536, 0.0, 58.984375
1750388925.185416, 0.0, 58.984375
1750388926.190932, 0.0, 58.984375
1750388927.1962528, 0.0, 58.984375
1750388928.20668, 0.0, 57.875
1750388929.211581, 0.0, 57.5
1750388930.2160819, 0.0, 57.5
1750388931.221853, 0.0, 57.5
1750388932.227705, 0.0, 57.5
1750388933.2353458, 0.0, 57.5
1750388934.2420301, 0.0, 57.5
1750388935.24925, 0.0, 57.5
1750388936.254483, 0.0, 57.296875
1750388937.2670069, 0.0, 57.296875
1750388938.272186, 0.0, 57.296875
1750388939.287219, 0.0, 57.296875
1750388940.29666, 0.0, 57.296875
1750388941.301847, 0.0, 57.296875
1750388942.3070688, 0.0, 57.296875
1750388943.31262, 0.0, 57.296875
1750388944.317887, 0.0, 57.296875
1750388945.3259351, 0.0, 57.28125
1750388946.329901, 0.0, 57.28125
1750388947.336813, 0.0, 57.28125
1750388948.34807, 0.0, 57.28125
1750388949.3547719, 0.0, 57.28125
1750388950.361273, 0.0, 57.28125
1750388951.372001, 0.0, 57.28125
1750388952.375375, 0.0, 57.3125
1750388953.38056, 0.0, 57.3125
1750388954.388793, 0.0, 57.3125
1750388955.3938718, 0.0, 57.3125
1750388956.40723, 0.0, 57.3125
1750388957.415911, 0.0, 57.3125
1750388958.4236171, 0.0, 57.3125
1750388959.43079, 0.0, 57.3125
1750388960.434125, 0.0, 57.3125
1750388961.4422631, 0.0, 57.328125
1750388962.449381, 0.0, 57.328125
1750388963.454344, 0.0, 57.328125
1750388964.464254, 0.0, 57.328125
1750388965.469483, 0.0, 57.328125
1750388966.4704928, 0.0, 57.328125
1750388967.4757178, 0.0, 57.328125
1750388968.483854, 0.0, 57.328125
1750388969.487036, 0.0, 57.328125
1750388970.492257, 0.0, 57.328125
1750388971.49748, 0.0, 57.328125
1750388972.5143738, 0.0, 57.328125
1750388973.519358, 0.0, 57.328125
1750388974.523471, 0.0, 57.328125
1750388975.528687, 0.0, 57.328125
1750388976.5351381, 0.0, 57.328125
1750388977.54177, 0.0, 57.328125
1750388978.543672, 0.0, 57.328125
1750388979.545856, 0.0, 57.328125
1750388980.551101, 0.0, 57.328125
1750388981.555037, 0.0, 57.328125
1750388982.561491, 0.0, 57.328125
1750388983.5710132, 0.0, 57.328125
1750388984.58016, 0.0, 57.328125
1750388985.584376, 0.0, 57.328125
1750388986.587338, 0.0, 57.328125
1750388987.588382, 0.0, 57.328125
1750388988.59361, 0.0, 57.328125
1750388989.599284, 0.0, 57.328125
1750388990.605712, 0.0, 57.328125
1750388991.610927, 0.0, 57.328125
1750388992.61615, 0.0, 57.328125
1750388993.6249018, 0.0, 57.328125
1750388994.627841, 0.0, 57.328125
1750388995.628287, 0.0, 57.328125
1750388996.6335921, 0.0, 57.328125
1750388997.638779, 0.0, 57.328125
1750388998.644043, 0.0, 57.328125
1750388999.649308, 0.0, 57.328125
1750389000.654549, 0.0, 57.328125
1750389001.659827, 0.0, 57.328125
1750389002.6619442, 0.0, 57.328125
1750389003.670943, 0.0, 57.328125
1750389004.682015, 0.0, 57.328125
1750389005.6869419, 0.0, 57.328125
1750389006.692171, 0.0, 57.328125
1750389007.6980119, 0.0, 57.328125
1750389008.70121, 0.0, 57.328125
1750389009.706711, 0.0, 57.328125
1750389010.7118862, 0.0, 57.328125
1750389011.7156081, 0.0, 57.328125
1750389012.7208252, 0.0, 57.328125
1750389013.7293491, 0.0, 57.328125
1750389014.7325609, 0.0, 57.328125
1750389015.737355, 0.0, 57.328125
1750389016.740913, 0.0, 57.328125
1750389017.746083, 0.0, 57.328125
1750389018.755114, 0.0, 57.328125
1750389019.760349, 0.0, 57.328125
1750389020.76562, 0.0, 57.328125
1750389021.7731998, 0.0, 57.328125
1750389022.7787452, 0.0, 57.328125
1750389023.783714, 0.0, 57.328125
1750389024.788933, 0.0, 57.328125
1750389025.794154, 0.0, 57.328125
1750389026.804855, 0.0, 57.328125
1750389027.810484, 0.0, 57.328125
1750389028.815718, 0.0, 57.328125
1750389029.821097, 0.0, 57.328125
1750389030.823231, 0.0, 57.328125
1750389031.828297, 0.0, 57.328125
1750389032.833534, 0.0, 57.328125
1750389033.83876, 0.0, 57.328125
1750389034.8421938, 0.0, 57.328125
1750389035.8479118, 0.0, 57.328125
1750389036.8531818, 0.0, 57.328125
1750389037.858423, 0.0, 57.328125
1750389038.863656, 0.0, 57.328125
1750389039.869374, 0.0, 57.328125
1750389040.8769112, 0.0, 57.328125
1750389041.88214, 0.0, 57.328125
1750389042.887329, 0.0, 57.328125
1750389043.892502, 0.0, 57.40625
1750389044.89785, 0.0, 57.40625
1750389045.902407, 0.0, 57.40625
1750389046.909645, 0.0, 57.40625
1750389047.914877, 0.0, 57.40625
1750389048.9201112, 0.0, 57.40625
1750389049.930402, 0.0, 57.40625
1750389050.931194, 0.0, 57.40625
1750389051.9364328, 0.0, 57.40625
1750389052.9415941, 0.0, 57.40625
1750389053.945667, 0.0, 57.40625
1750389054.949955, 0.0, 57.40625
1750389055.9530702, 0.0, 57.40625
1750389056.958551, 0.0, 57.40625
1750389057.966548, 0.0, 57.40625
1750389058.971787, 0.0, 57.40625
1750389059.9770188, 0.0, 57.40625
1750389060.981981, 0.0, 57.40625
1750389061.987207, 0.0, 57.40625
1750389062.992076, 0.0, 57.40625
1750389063.9972951, 0.0, 57.40625
1750389065.002379, 0.0, 57.40625
1750389066.007823, 0.0, 57.40625
1750389067.010674, 0.0, 57.40625
1750389068.0159092, 0.0, 57.40625
1750389069.021133, 0.0, 57.40625
1750389070.029314, 0.0, 57.40625
1750389071.034542, 0.0, 57.40625
1750389072.042819, 0.0, 57.40625
1750389073.050904, 0.0, 57.40625
1750389074.052002, 0.0, 57.40625
1750389075.062346, 0.0, 57.40625
1750389076.067764, 0.0, 57.40625
1750389077.0741591, 0.0, 57.40625
1750389078.0774772, 0.0, 57.40625
1750389079.082252, 0.0, 57.40625
1750389080.083554, 0.0, 57.40625
1750389081.088782, 0.0, 57.40625
1750389082.0940092, 0.0, 57.40625
1750389083.099583, 0.0, 57.40625
1750389084.1037061, 0.0, 57.40625
1750389085.109931, 0.0, 57.40625
1750389086.117737, 0.0, 57.40625
1750389087.121176, 0.0, 57.40625
1750389088.12753, 0.0, 57.40625
1750389089.130336, 0.0, 57.40625
1750389090.135555, 0.0, 57.40625
1750389091.140243, 0.0, 57.40625
1750389092.146723, 0.0, 57.40625
1750389093.151937, 0.0, 57.40625
1750389094.157151, 0.0, 57.40625
1750389095.162373, 0.0, 57.40625
1750389096.165439, 0.0, 57.40625
1750389097.170476, 0.0, 57.40625
1750389098.178142, 0.0, 57.40625
1750389099.183371, 0.0, 57.40625
1750389100.188905, 0.0, 57.40625
1750389101.191076, 0.0, 57.40625
1750389102.196299, 0.0, 57.40625
1750389103.20088, 0.0, 57.40625
1750389104.209718, 0.0, 57.40625
1750389105.214207, 0.0, 57.40625
1750389106.219393, 0.0, 57.40625
1750389107.224564, 0.0, 57.40625
1750389108.230099, 0.0, 57.40625
1750389109.2318, 0.0, 57.40625
1750389110.2370381, 0.0, 57.40625
1750389111.242023, 0.0, 57.40625
1750389112.2472372, 0.0, 57.40625
1750389113.2507122, 0.0, 57.40625
1750389114.25691, 0.0, 57.40625
1750389115.262802, 0.0, 57.40625
1750389116.268047, 0.0, 57.40625
1750389117.272651, 0.0, 57.40625
1750389118.277893, 0.0, 57.40625
1750389119.2831318, 0.0, 57.40625
1750389120.286071, 0.0, 57.40625
1750389121.291289, 0.0, 57.40625
1750389122.29566, 0.0, 57.40625
1750389123.300904, 0.0, 57.40625
1750389124.306122, 0.0, 57.40625
1750389125.311315, 0.0, 57.40625
1750389126.316486, 0.0, 57.296875
1750389127.322044, 0.0, 57.296875
1750389128.334867, 0.0, 57.296875
1750389129.3358662, 0.0, 57.296875
1750389130.3421388, 0.0, 57.296875
1750389131.34737, 0.0, 57.296875
1750389132.3579478, 0.0, 57.296875
1750389133.361365, 0.0, 57.296875
1750389134.367564, 0.0, 57.296875
1750389135.373596, 0.0, 57.296875
1750389136.385056, 0.0, 57.296875
1750389137.390285, 0.0, 57.296875
1750389138.393892, 0.0, 57.296875
1750389139.40255, 0.0, 57.296875
1750389140.406079, 0.0, 57.296875
1750389141.407178, 0.0, 57.296875
1750389142.412398, 0.0, 57.296875
1750389143.4176261, 0.0, 57.296875
1750389144.422868, 0.0, 57.296875
1750389145.424991, 0.0, 57.296875
1750389146.430534, 0.0, 57.296875
1750389147.435752, 0.0, 57.296875
1750389148.436218, 0.0, 57.296875
1750389149.441937, 0.0, 57.296875
1750389150.44717, 0.0, 57.296875
1750389151.449645, 0.0, 57.296875
1750389152.4548259, 0.0, 57.296875
1750389153.457949, 0.0, 57.296875
1750389154.463179, 0.0, 57.296875
1750389155.4684181, 0.0, 57.296875
1750389156.471182, 0.0, 57.296875
1750389157.4763782, 0.0, 57.296875
1750389158.4815621, 0.0, 57.296875
1750389159.483685, 0.0, 57.296875
1750389160.488927, 0.0, 57.296875
1750389161.494161, 0.0, 57.296875
1750389162.501158, 0.0, 57.296875
1750389163.502351, 0.0, 57.296875
1750389164.507583, 0.0, 57.296875
1750389165.510932, 0.0, 57.296875
1750389166.5161579, 0.0, 57.296875
1750389167.522393, 0.0, 57.296875
1750389168.527623, 0.0, 57.296875
1750389169.528607, 0.0, 57.296875
1750389170.531484, 0.0, 57.34375
1750389171.535661, 0.0, 57.34375
1750389172.540886, 0.0, 57.34375
1750389173.546109, 0.0, 57.34375
1750389174.547453, 0.0, 57.34375
1750389175.551336, 0.0, 57.34375
1750389176.5565639, 0.0, 57.34375
1750389177.56179, 0.0, 57.34375
1750389178.567018, 0.0, 57.34375
1750389179.572242, 0.0, 57.34375
1750389180.577451, 0.0, 57.34375
1750389181.5826812, 0.0, 57.34375
1750389182.587853, 0.0, 57.34375
1750389183.593008, 0.0, 57.34375
1750389184.5985532, 0.0, 57.34375
1750389185.603785, 0.0, 57.34375
1750389186.6103392, 0.0, 57.34375
1750389187.6155741, 0.0, 57.34375
1750389188.617526, 0.0, 57.34375
1750389189.6208189, 0.0, 57.34375
1750389190.62673, 0.0, 57.34375
1750389191.6313689, 0.0, 57.34375
1750389192.6394482, 0.0, 57.34375
1750389193.644686, 0.0, 57.34375
1750389194.649914, 0.0, 57.34375
1750389195.656605, 0.0, 57.34375
1750389196.6678169, 0.0, 57.34375
1750389197.674571, 0.0, 57.34375
1750389198.6769202, 0.0, 57.34375
1750389199.6821508, 0.0, 57.34375
1750389200.687386, 0.0, 57.34375
1750389201.689941, 0.0, 57.34375
1750389202.695167, 0.0, 57.34375
1750389203.700307, 0.0, 57.34375
1750389204.709366, 0.0, 57.34375
1750389205.7145998, 0.0, 57.34375
1750389206.719828, 0.0, 57.34375
1750389207.722177, 0.0, 57.34375
1750389208.727351, 0.0, 57.34375
1750389209.732905, 0.0, 57.34375
1750389210.7339761, 0.0, 57.34375
1750389211.738474, 0.0, 57.34375
1750389212.743718, 0.0, 57.34375
1750389213.7538939, 0.0, 57.34375
1750389214.759107, 0.0, 57.34375
1750389215.760559, 0.0, 57.34375
1750389216.7642791, 0.0, 57.34375
1750389217.769803, 0.0, 57.34375
1750389218.776432, 0.0, 57.34375
1750389219.781638, 0.0, 57.34375
1750389220.7838879, 0.0, 57.34375
1750389221.7916539, 0.0, 57.34375
1750389222.796881, 0.0, 57.34375
1750389223.8021052, 0.0, 57.34375
1750389224.807347, 0.0, 57.34375
1750389225.813685, 0.0, 57.34375
1750389226.818021, 0.0, 57.34375
1750389227.823199, 0.0, 57.34375
1750389228.8249679, 0.0, 57.34375
1750389229.830255, 0.0, 57.34375
1750389230.8396192, 0.0, 57.34375
1750389231.8507788, 0.0, 57.34375
1750389232.856318, 0.0, 57.34375
1750389233.8627388, 0.0, 57.34375
1750389234.87199, 0.0, 57.34375
1750389235.87537, 0.0, 57.34375
1750389236.8784158, 0.0, 57.34375
1750389237.8836539, 0.0, 57.34375
1750389238.888881, 0.0, 57.34375
1750389239.89408, 0.0, 57.34375
1750389240.899284, 0.0, 57.34375
1750389241.906427, 0.0, 57.34375
1750389242.911654, 0.0, 57.34375
1750389243.916886, 0.0, 57.34375
1750389244.919968, 0.0, 57.34375
1750389245.9293618, 0.0, 57.34375
1750389246.9360268, 0.0, 57.34375
1750389247.941382, 0.0, 57.34375
1750389248.9466171, 0.0, 57.34375
1750389249.949622, 0.0, 57.34375
1750389250.9548428, 0.0, 57.34375
1750389251.959372, 0.0, 57.34375
1750389252.959828, 0.0, 57.34375
1750389253.965302, 0.0, 57.34375
1750389254.967474, 0.0, 57.34375
1750389255.9693902, 0.0, 57.34375
1750389256.975513, 0.0, 57.34375
1750389257.9820569, 0.0, 57.34375
1750389258.986551, 0.0, 57.34375
1750389259.996771, 0.0, 57.34375
1750389261.006997, 0.0, 57.34375
1750389262.014397, 0.0, 57.34375
1750389263.022579, 0.0, 57.34375
1750389264.0320508, 0.0, 57.34375
1750389265.039762, 0.0, 57.34375
1750389266.042221, 0.0, 57.34375
1750389267.052489, 0.0, 57.34375
1750389268.063926, 0.0, 57.34375
1750389269.0739279, 0.0, 57.34375
1750389270.08415, 0.0, 57.34375
1750389271.094371, 0.0, 57.34375
1750389272.104555, 0.0, 57.34375
1750389273.11471, 0.0, 57.34375
1750389274.123167, 0.0, 57.34375
1750389275.138043, 0.0, 57.34375
1750389276.148281, 0.0, 57.34375
1750389277.1585002, 0.0, 57.34375
1750389278.1612248, 0.0, 57.34375
1750389279.1714911, 0.0, 57.34375
1750389280.179439, 0.0, 57.34375
1750389281.1856909, 0.0, 57.34375
1750389282.1959271, 0.0, 57.34375
1750389283.204598, 0.0, 57.34375
1750389284.214862, 0.0, 57.34375
1750389285.224996, 0.0, 57.34375
1750389286.2431092, 0.0, 57.34375
1750389287.248066, 0.0, 57.34375
1750389288.258293, 0.0, 57.34375
1750389289.263654, 0.0, 57.34375
1750389290.274591, 0.0, 57.34375
1750389291.2847948, 0.0, 57.34375
1750389292.292937, 0.0, 57.34375
1750389293.299833, 0.0, 57.34375
1750389294.310069, 0.0, 57.34375
1750389295.325227, 0.0, 57.34375
1750389296.3314402, 0.0, 57.34375
1750389297.338586, 0.0, 57.34375
1750389298.3469, 0.0, 57.34375
1750389299.376538, 0.0, 57.4375
1750389300.384148, 0.0, 57.4375
1750389301.407006, 0.0, 57.4375
1750389302.4171882, 0.0, 57.4375
1750389303.4219022, 0.0, 57.4375
1750389304.433573, 0.0, 57.4375
1750389305.449337, 0.0, 57.4375
1750389306.454817, 0.0, 57.4375
1750389307.465769, 0.0, 57.453125
1750389308.473702, 0.0, 57.453125
1750389309.48803, 0.0, 57.453125
1750389310.500353, 0.0, 57.453125
1750389311.502645, 0.0, 57.453125
1750389312.5133948, 0.0, 57.453125
1750389313.514789, 0.0, 57.453125
1750389314.518917, 0.0, 57.453125
1750389315.5290859, 0.0, 57.453125
1750389316.537915, 0.0, 57.453125
1750389317.546175, 0.0, 57.453125
1750389318.560928, 0.0, 57.6875
1750389319.571257, 0.0, 57.6875
1750389320.57954, 0.0, 57.6875
1750389321.583491, 0.0, 57.6875
1750389322.593668, 0.0, 57.6875
1750389323.5962791, 0.0, 57.6875
1750389324.600781, 0.0, 57.6875
1750389325.609809, 0.0, 57.6875
1750389326.611944, 0.0, 57.6875
1750389327.6234822, 0.0, 57.6875
1750389328.626059, 0.0, 57.6875
1750389329.636962, 0.0, 57.6875
1750389330.6473029, 0.0, 57.6875
1750389331.6575181, 0.0, 57.6875
1750389332.6677482, 0.0, 57.6875
1750389333.677984, 0.0, 57.6875
1750389334.6873631, 0.0, 57.6875
1750389335.697587, 0.0, 57.6875
1750389336.7147572, 0.0, 57.6875
1750389337.725156, 0.0, 57.6875
1750389338.738076, 0.0, 57.6875
1750389339.74569, 0.0, 57.6875
1750389340.747236, 0.0, 57.6875
1750389341.7574558, 0.0, 57.6875
1750389342.758859, 0.0, 57.6875
1750389343.772297, 0.0, 57.71875
1750389344.777233, 0.0, 57.71875
1750389345.7804449, 0.0, 57.71875
1750389346.792329, 0.0, 57.71875
1750389347.803885, 0.0, 57.71875
1750389348.8132339, 0.0, 57.71875
1750389349.823471, 0.0, 57.71875
1750389350.826066, 0.0, 57.71875
1750389351.8403141, 0.0, 57.71875
1750389352.842239, 0.0, 57.71875
1750389353.8473, 0.0, 57.71875
1750389354.854321, 0.0, 57.71875
1750389355.8647559, 0.0, 57.71875
1750389356.867244, 0.0, 57.71875
1750389357.874246, 0.0, 57.71875
1750389358.8854568, 0.0, 57.71875
1750389359.897426, 0.0, 57.71875
1750389360.904219, 0.0, 57.71875
1750389361.9197922, 0.0, 57.71875
1750389362.930465, 0.0, 57.71875
1750389363.938575, 0.0, 57.71875
1750389364.9525068, 0.0, 57.71875
